period,temperature,hours before sunrise,hours before sunset,demand
26475,9.4,-7.533333333,5.66666667,924
26476,9.5,-8.033333333,5.16666667,917
26477,9.5,-8.533333333,4.66666667,915
26478,10.1,-9.033333333,4.16666667,951
26479,10.7,-9.533333333,3.66666667,1041
26480,10.2,-10.03333333,3.16666667,1175
26481,9.4,-10.53333333,2.66666667,1307
26482,9.7,-11.03333333,2.16666667,1393
26483,10,-11.53333333,1.66666667,1433
26484,9.9,-12.03333333,1.16666667,1412
26485,9.8,-12.53333333,0.66666667,1498
26486,8.4,-13.03333333,0.16666667,1627
26487,6.6,-13.53333333,-0.33333333,1744
26488,5.1,-14.03333333,-0.83333333,1726
26489,3.6,-14.53333333,-1.33333333,1671
26490,3,-15.03333333,-1.83333333,1548
26491,2.3,-15.53333333,-2.33333333,1472
26492,1.7,-16.03333333,-2.83333333,1270
26493,0.8,-16.53333333,-3.33333333,1099
26494,0.6,-17.03333333,-3.83333333,864
26495,0.3,-17.53333333,-4.33333333,704
26496,-0.4,-18.03333333,-4.83333333,614
26497,-0.8,5.416666667,18.68333333,572
26498,-1.2,4.916666667,18.18333333,587
26499,-1.6,4.416666667,17.68333333,571
26500,-1.7,3.916666667,17.18333333,558
26501,-1.8,3.416666667,16.68333333,480
26502,-1.8,2.916666667,16.18333333,502
26503,-2.1,2.416666667,15.68333333,506
26504,-2.1,1.916666667,15.18333333,534
26505,-2.6,1.416666667,14.68333333,580
26506,-2.6,0.916666667,14.18333333,658
26507,-3,0.416666667,13.68333333,767
26508,-3,-0.083333333,13.18333333,893
26509,-3,-0.583333333,12.68333333,1029
26510,-2,-1.083333333,12.18333333,1103
26511,-1.1,-1.583333333,11.68333333,1121
26512,2.3,-2.083333333,11.18333333,1035
26513,5.2,-2.583333333,10.68333333,1007
26514,6.5,-3.083333333,10.18333333,995
26515,7.5,-3.583333333,9.68333333,982
26516,8.5,-4.083333333,9.18333333,959
26517,9.5,-4.583333333,8.68333333,923
26518,10,-5.083333333,8.18333333,924
26519,10.4,-5.583333333,7.68333333,959
26520,10.9,-6.083333333,7.18333333,937
26521,11.3,-6.583333333,6.68333333,939
26522,11.8,-7.083333333,6.18333333,902
26523,11.8,-7.583333333,5.68333333,863
26524,12.6,-8.083333333,5.18333333,865
26525,12.6,-8.583333333,4.68333333,867
26526,12.5,-9.083333333,4.18333333,886
26527,12.3,-9.583333333,3.68333333,988
26528,12.2,-10.08333333,3.18333333,1107
26529,12,-10.58333333,2.68333333,1227
26530,11.6,-11.08333333,2.18333333,1288
26531,11,-11.58333333,1.68333333,1368
26532,10.5,-12.08333333,1.18333333,1395
26533,10,-12.58333333,0.68333333,1449
26534,9.1,-13.08333333,0.18333333,1551
26535,7.9,-13.58333333,-0.31666667,1712
26536,7.1,-14.08333333,-0.81666667,1644
26537,6,-14.58333333,-1.31666667,1618
26538,5.4,-15.08333333,-1.81666667,1529
26539,4.7,-15.58333333,-2.31666667,1450
26540,5,-16.08333333,-2.81666667,1233
26541,5.3,-16.58333333,-3.31666667,1079
26542,5.1,-17.08333333,-3.81666667,858
26543,4.6,-17.58333333,-4.31666667,693
26544,4.5,-18.08333333,-4.81666667,607
26545,4.2,5.383333333,18.71666667,572
26546,4.2,4.883333333,18.21666667,584
26547,4.1,4.383333333,17.71666667,577
26548,3.7,3.883333333,17.21666667,553
26549,3.3,3.383333333,16.71666667,477
26550,3.7,2.883333333,16.21666667,510
26551,4,2.383333333,15.71666667,514
26552,4.1,1.883333333,15.21666667,530
26553,4.2,1.383333333,14.71666667,571
26554,4.3,0.883333333,14.21666667,610
26555,4.4,0.383333333,13.71666667,712
26556,4.3,-0.116666667,13.21666667,846
26557,4.2,-0.616666667,12.71666667,987
26558,4.7,-1.116666667,12.21666667,1057
26559,5.2,-1.616666667,11.71666667,1074
26560,6.1,-2.116666667,11.21666667,1028
26561,7,-2.616666667,10.71666667,989
26562,8.5,-3.116666667,10.21666667,1009
26563,9.7,-3.616666667,9.71666667,1031
26564,9.9,-4.116666667,9.21666667,973
26565,10.1,-4.616666667,8.71666667,939
26566,10.6,-5.116666667,8.21666667,959
26567,11,-5.616666667,7.71666667,1025
26568,11.5,-6.116666667,7.21666667,991
26569,11.8,-6.616666667,6.71666667,959
26570,10.3,-7.116666667,6.21666667,939
26571,10.3,-7.616666667,5.71666667,924
26572,8.9,-8.116666667,5.21666667,942
26573,7.5,-8.616666667,4.71666667,944
26574,8.1,-9.116666667,4.21666667,977
26575,9.3,-9.616666667,3.71666667,1049
26576,9,-10.11666667,3.21666667,1210
26577,8.7,-10.61666667,2.71666667,1317
26578,8.6,-11.11666667,2.21666667,1401
26579,8.5,-11.61666667,1.71666667,1511
26580,8.1,-12.11666667,1.21666667,1524
26581,7.7,-12.61666667,0.71666667,1541
26582,7.2,-13.11666667,0.21666667,1620
26583,6.6,-13.61666667,-0.28333333,1642
26584,6.2,-14.11666667,-0.78333333,1640
26585,5.7,-14.61666667,-1.28333333,1595
26586,5.9,-15.11666667,-1.78333333,1486
26587,6.1,-15.61666667,-2.28333333,1429
26588,5.9,-16.11666667,-2.78333333,1263
26589,5.6,-16.61666667,-3.28333333,1126
26590,5.4,-17.11666667,-3.78333333,940
26591,5.1,-17.61666667,-4.28333333,730
26592,5,-18.11666667,-4.78333333,647
26593,5,5.35,18.75,620
26594,5.4,4.85,18.25,632
26595,5.7,4.35,17.75,600
26596,5.7,3.85,17.25,571
26597,6.2,3.35,16.75,502
26598,6.3,2.85,16.25,528
26599,6.3,2.35,15.75,527
26600,6.3,1.85,15.25,545
26601,5.7,1.35,14.75,544
26602,6.1,0.85,14.25,553
26603,6.5,0.35,13.75,612
26604,6.5,-0.15,13.25,702
26605,6.5,-0.65,12.75,812
26606,6.2,-1.15,12.25,892
26607,5.9,-1.65,11.75,1053
26608,6.5,-2.15,11.25,1057
26609,7,-2.65,10.75,1130
26610,7.3,-3.15,10.25,1205
26611,7.5,-3.65,9.75,1153
26612,8.4,-4.15,9.25,1085
26613,9.2,-4.65,8.75,1093
26614,9.5,-5.15,8.25,1104
26615,9.7,-5.65,7.75,1142
26616,10.2,-6.15,7.25,1165
26617,10.7,-6.65,6.75,1099
26618,11.4,-7.15,6.25,1052
26619,11.4,-7.65,5.75,1047
26620,11.7,-8.15,5.25,1063
26621,12,-8.65,4.75,999
26622,11.7,-9.15,4.25,984
26623,11.3,-9.65,3.75,1019
26624,11,-10.15,3.25,1068
26625,10.7,-10.65,2.75,1206
26626,10.6,-11.15,2.25,1293
26627,10.5,-11.65,1.75,1341
26628,10.1,-12.15,1.25,1366
26629,9.7,-12.65,0.75,1445
26630,9,-13.15,0.25,1525
26631,8.2,-13.65,-0.25,1625
26632,7.6,-14.15,-0.75,1618
26633,6.9,-14.65,-1.25,1512
26634,6.8,-15.15,-1.75,1451
26635,6.6,-15.65,-2.25,1362
26636,6.4,-16.15,-2.75,1227
26637,6.1,-16.65,-3.25,1113
26638,5.6,-17.15,-3.75,903
26639,4.5,-17.65,-4.25,741
26640,4.1,-18.15,-4.75,652
26641,3.6,5.316666667,18.76666667,615
26642,3.6,4.816666667,18.26666667,628
26643,3.3,4.316666667,17.76666667,592
26644,3.3,3.816666667,17.26666667,564
26645,2.1,3.316666667,16.76666667,484
26646,1.6,2.816666667,16.26666667,512
26647,1.1,2.316666667,15.76666667,520
26648,1.1,1.816666667,15.26666667,513
26649,-0.1,1.316666667,14.76666667,551
26650,-0.1,0.816666667,14.26666667,564
26651,0.6,0.316666667,13.76666667,596
26652,0.5,-0.183333333,13.26666667,658
26653,0.4,-0.683333333,12.76666667,723
26654,1.9,-1.183333333,12.26666667,841
26655,3.1,-1.683333333,11.76666667,1030
26656,4.9,-2.183333333,11.26666667,1084
26657,6.5,-2.683333333,10.76666667,1162
26658,7.2,-3.183333333,10.26666667,1154
26659,7.7,-3.683333333,9.76666667,1195
26660,8.1,-4.183333333,9.26666667,1207
26661,8.4,-4.683333333,8.76666667,1195
26662,8.7,-5.183333333,8.26666667,1252
26663,8.9,-5.683333333,7.76666667,1363
26664,9.1,-6.183333333,7.26666667,1377
26665,9.3,-6.683333333,6.76666667,1366
26666,9.6,-7.183333333,6.26666667,1298
26667,9.6,-7.683333333,5.76666667,1299
26668,10,-8.183333333,5.26666667,1258
26669,10.4,-8.683333333,4.76666667,1245
26670,10.6,-9.183333333,4.26666667,1228
26671,11.1,-9.683333333,3.76666667,1301
26672,10.1,-10.18333333,3.26666667,1376
26673,9.1,-10.68333333,2.76666667,1425
26674,7.3,-11.18333333,2.26666667,1545
26675,5,-11.68333333,1.76666667,1549
26676,4.7,-12.18333333,1.26666667,1567
26677,4.3,-12.68333333,0.76666667,1638
26678,4.3,-13.18333333,0.26666667,1686
26679,4.2,-13.68333333,-0.23333333,1739
26680,4.1,-14.18333333,-0.73333333,1694
26681,3.9,-14.68333333,-1.23333333,1641
26682,3.6,-15.18333333,-1.73333333,1511
26683,3.1,-15.68333333,-2.23333333,1432
26684,3,-16.18333333,-2.73333333,1266
26685,2.7,-16.68333333,-3.23333333,1134
26686,2.6,-17.18333333,-3.73333333,868
26687,2.4,-17.68333333,-4.23333333,669
26688,1.2,-18.18333333,-4.73333333,596
26689,0.8,5.283333333,18.8,573
26690,0.7,4.783333333,18.3,588
26691,0.6,4.283333333,17.8,579
26692,0.6,3.783333333,17.3,536
26693,1.3,3.283333333,16.8,481
26694,1.3,2.783333333,16.3,511
26695,1.9,2.283333333,15.8,498
26696,2.2,1.783333333,15.3,517
26697,2.5,1.283333333,14.8,573
26698,2.6,0.783333333,14.3,618
26699,2.6,0.283333333,13.8,725
26700,2.2,-0.216666667,13.3,863
26701,1.9,-0.716666667,12.8,992
26702,2.4,-1.216666667,12.3,1049
26703,2.8,-1.716666667,11.8,1154
26704,3.6,-2.216666667,11.3,1100
26705,4.2,-2.716666667,10.8,1046
26706,5.2,-3.216666667,10.3,1054
26707,6,-3.716666667,9.8,1058
26708,5.9,-4.216666667,9.3,1036
26709,5.7,-4.716666667,8.8,1019
26710,6.2,-5.216666667,8.3,1005
26711,6.6,-5.716666667,7.8,1062
26712,7.9,-6.216666667,7.3,1046
26713,8.6,-6.716666667,6.8,1060
26714,8.5,-7.216666667,6.3,992
26715,8.3,-7.716666667,5.8,969
26716,8.6,-8.216666667,5.3,982
26717,8.8,-8.716666667,4.8,951
26718,9.3,-9.216666667,4.3,950
26719,10.3,-9.716666667,3.8,1057
26720,9.9,-10.21666667,3.3,1170
26721,9.5,-10.71666667,2.8,1303
26722,8.9,-11.21666667,2.3,1461
26723,8.1,-11.71666667,1.8,1473
26724,8.4,-12.21666667,1.3,1510
26725,8.7,-12.71666667,0.8,1550
26726,7.8,-13.21666667,0.3,1608
26727,6.8,-13.71666667,-0.2,1736
26728,6,-14.21666667,-0.7,1762
26729,5.1,-14.71666667,-1.2,1746
26730,3.6,-15.21666667,-1.7,1605
26731,2.1,-15.71666667,-2.2,1496
26732,1.5,-16.21666667,-2.7,1288
26733,0.7,-16.71666667,-3.2,1124
26734,0.2,-17.21666667,-3.7,876
26735,-0.3,-17.71666667,-4.2,693
26736,-0.8,-18.21666667,-4.7,607
26737,-0.8,5.25,18.83333333,566
26738,-1.1,4.75,18.33333333,589
26739,-1.3,4.25,17.83333333,572
26740,-1.3,3.75,17.33333333,552
26741,-2,3.25,16.83333333,494
26742,-2.2,2.75,16.33333333,523
26743,-2.4,2.25,15.83333333,525
26744,-1.7,1.75,15.33333333,549
26745,-1,1.25,14.83333333,589
26746,-1.2,0.75,14.33333333,648
26747,-1.3,0.25,13.83333333,740
26748,-1.3,-0.25,13.33333333,866
26749,-1.3,-0.75,12.83333333,996
26750,0.2,-1.25,12.33333333,1046
26751,1.6,-1.75,11.83333333,1125
26752,4,-2.25,11.33333333,1086
26753,6,-2.75,10.83333333,1018
26754,6.7,-3.25,10.33333333,1008
26755,7.3,-3.75,9.83333333,1016
26756,7.5,-4.25,9.33333333,1025
26757,7.7,-4.75,8.83333333,979
26758,7.9,-5.25,8.33333333,980
26759,8.1,-5.75,7.83333333,1049
26760,8.1,-6.25,7.33333333,1055
26761,8,-6.75,6.83333333,1048
26762,7.3,-7.25,6.33333333,1033
26763,7.3,-7.75,5.83333333,1023
26764,6.2,-8.25,5.33333333,1048
26765,6.2,-8.75,4.83333333,1059
26766,6.2,-9.25,4.33333333,1091
26767,6.3,-9.75,3.83333333,1184
26768,6.5,-10.25,3.33333333,1343
26769,6.6,-10.75,2.83333333,1476
26770,6.7,-11.25,2.33333333,1631
26771,6.8,-11.75,1.83333333,1700
26772,7,-12.25,1.33333333,1797
26773,7.1,-12.75,0.83333333,1812
26774,7.3,-13.25,0.33333333,1814
26775,7.5,-13.75,-0.16666667,1866
26776,7.5,-14.25,-0.66666667,1830
26777,7.5,-14.75,-1.16666667,1752
26778,7.4,-15.25,-1.66666667,1616
26779,7.3,-15.75,-2.16666667,1525
26780,7.2,-16.25,-2.66666667,1309
26781,7,-16.75,-3.16666667,1136
26782,6.8,-17.25,-3.66666667,874
26783,6.6,-17.75,-4.16666667,687
26784,5.9,-18.25,-4.66666667,605
26785,5.9,5.2,18.85,585
26786,5.8,4.7,18.35,609
26787,5.6,4.2,17.85,589
26788,5.6,3.7,17.35,578
26789,5.3,3.2,16.85,506
26790,5.2,2.7,16.35,546
26791,5.1,2.2,15.85,537
26792,5.1,1.7,15.35,560
26793,4.3,1.2,14.85,601
26794,4.3,0.7,14.35,670
26795,4.2,0.2,13.85,764
26796,4.3,-0.3,13.35,885
26797,4.4,-0.8,12.85,1009
26798,5.3,-1.3,12.35,1073
26799,6.1,-1.8,11.85,1110
26800,7.2,-2.3,11.35,1031
26801,8.2,-2.8,10.85,1015
26802,9,-3.3,10.35,972
26803,9.7,-3.8,9.85,929
26804,10.4,-4.3,9.35,917
26805,11.1,-4.8,8.85,898
26806,11.1,-5.3,8.35,886
26807,11.1,-5.8,7.85,952
26808,11.6,-6.3,7.35,987
26809,12.1,-6.8,6.85,941
26810,12.2,-7.3,6.35,925
26811,12.2,-7.8,5.85,884
26812,12.7,-8.3,5.35,878
26813,13.2,-8.8,4.85,863
26814,13.1,-9.3,4.35,898
26815,13,-9.8,3.85,999
26816,12.9,-10.3,3.35,1123
26817,12.8,-10.8,2.85,1253
26818,12.3,-11.3,2.35,1367
26819,11.7,-11.8,1.85,1409
26820,11.6,-12.3,1.35,1419
26821,11.4,-12.8,0.85,1492
26822,10.9,-13.3,0.35,1580
26823,10.2,-13.8,-0.15,1669
26824,9.7,-14.3,-0.65,1684
26825,9.1,-14.8,-1.15,1645
26826,8.8,-15.3,-1.65,1525
26827,8.5,-15.8,-2.15,1459
26828,8.4,-16.3,-2.65,1271
26829,8.3,-16.8,-3.15,1094
26830,8.5,-17.3,-3.65,860
26831,8.7,-17.8,-4.15,708
26832,8.7,-18.3,-4.65,611
26833,8.7,5.166666667,18.88333333,581
26834,8.9,4.666666667,18.38333333,590
26835,9.1,4.166666667,17.88333333,560
26836,9.2,3.666666667,17.38333333,546
26837,9.2,3.166666667,16.88333333,482
26838,9.2,2.666666667,16.38333333,508
26839,8.9,2.166666667,15.88333333,512
26840,8.9,1.666666667,15.38333333,522
26841,9.2,1.166666667,14.88333333,566
26842,9.2,0.666666667,14.38333333,644
26843,9.2,0.166666667,13.88333333,733
26844,9.2,-0.333333333,13.38333333,837
26845,9.2,-0.833333333,12.88333333,945
26846,9.7,-1.333333333,12.38333333,1045
26847,10.1,-1.833333333,11.88333333,1057
26848,11.1,-2.333333333,11.38333333,964
26849,11.9,-2.833333333,10.88333333,955
26850,12.1,-3.333333333,10.38333333,963
26851,12.3,-3.833333333,9.88333333,922
26852,12.9,-4.333333333,9.38333333,905
26853,13.3,-4.833333333,8.88333333,881
26854,13.8,-5.333333333,8.38333333,882
26855,14.3,-5.833333333,7.88333333,922
26856,14.6,-6.333333333,7.38333333,921
26857,14.8,-6.833333333,6.88333333,914
26858,14.7,-7.333333333,6.38333333,875
26859,14.6,-7.833333333,5.88333333,844
26860,14.7,-8.333333333,5.38333333,836
26861,14.8,-8.833333333,4.88333333,824
26862,14.6,-9.333333333,4.38333333,843
26863,14.4,-9.833333333,3.88333333,956
26864,14.3,-10.33333333,3.38333333,1073
26865,14.1,-10.83333333,2.88333333,1189
26866,14,-11.33333333,2.38333333,1269
26867,13.8,-11.83333333,1.88333333,1353
26868,13.3,-12.33333333,1.38333333,1386
26869,12.7,-12.83333333,0.88333333,1425
26870,12.4,-13.33333333,0.38333333,1477
26871,12,-13.83333333,-0.11666667,1564
26872,11.9,-14.33333333,-0.61666667,1538
26873,11.8,-14.83333333,-1.11666667,1510
26874,11.5,-15.33333333,-1.61666667,1445
26875,11.2,-15.83333333,-2.11666667,1399
26876,10.8,-16.33333333,-2.61666667,1232
26877,10.4,-16.83333333,-3.11666667,1087
26878,10.1,-17.33333333,-3.61666667,883
26879,9.7,-17.83333333,-4.11666667,724
26880,8.8,-18.33333333,-4.61666667,652
26881,9,5.133333333,18.91666667,613
26882,8.8,4.633333333,18.41666667,620
26883,8.6,4.133333333,17.91666667,574
26884,8.6,3.633333333,17.41666667,529
26885,8.5,3.133333333,16.91666667,458
26886,8.4,2.633333333,16.41666667,497
26887,8.1,2.133333333,15.91666667,460
26888,8.1,1.633333333,15.41666667,469
26889,6.7,1.133333333,14.91666667,519
26890,7.3,0.633333333,14.41666667,553
26891,7.9,0.133333333,13.91666667,608
26892,8.2,-0.366666667,13.41666667,777
26893,8.4,-0.866666667,12.91666667,835
26894,8.8,-1.366666667,12.41666667,910
26895,9.1,-1.866666667,11.91666667,1101
26896,9.3,-2.366666667,11.41666667,1088
26897,9.5,-2.866666667,10.91666667,1130
26898,10,-3.366666667,10.41666667,1222
26899,10.5,-3.866666667,9.91666667,1258
26900,11,-4.366666667,9.41666667,1208
26901,11.5,-4.866666667,8.91666667,1222
26902,12.5,-5.366666667,8.41666667,1166
26903,13.5,-5.866666667,7.91666667,1133
26904,12.4,-6.366666667,7.41666667,1169
26905,11.9,-6.866666667,6.91666667,1229
26906,11,-7.366666667,6.41666667,1103
26907,10.5,-7.866666667,5.91666667,1058
26908,11.3,-8.366666667,5.41666667,1088
26909,12,-8.866666667,4.91666667,1005
26910,13.1,-9.366666667,4.41666667,937
26911,14.1,-9.866666667,3.91666667,1022
26912,14.3,-10.36666667,3.41666667,1166
26913,14.4,-10.86666667,2.91666667,1360
26914,14.7,-11.36666667,2.41666667,1314
26915,15,-11.86666667,1.91666667,1253
26916,14.3,-12.36666667,1.41666667,1415
26917,13.6,-12.86666667,0.91666667,1421
26918,12.5,-13.36666667,0.41666667,1481
26919,11.3,-13.86666667,-0.08333333,1454
26920,10.7,-14.36666667,-0.58333333,1520
26921,9.8,-14.86666667,-1.08333333,1546
26922,9.4,-15.36666667,-1.58333333,1462
26923,8.9,-15.86666667,-2.08333333,1366
26924,8.6,-16.36666667,-2.58333333,1221
26925,8.2,-16.86666667,-3.08333333,1107
26926,8.2,-17.36666667,-3.58333333,955
26927,8.1,-17.86666667,-4.08333333,718
26928,8.1,-18.36666667,-4.58333333,635
26929,8.1,5.1,18.93333333,603
26930,8,4.6,18.43333333,618
26931,7.8,4.1,17.93333333,576
26932,7.7,3.6,17.43333333,548
26933,7.6,3.1,16.93333333,487
26934,7.5,2.6,16.43333333,510
26935,7.3,2.1,15.93333333,503
26936,7.3,1.6,15.43333333,521
26937,7,1.1,14.93333333,514
26938,7.2,0.6,14.43333333,527
26939,7.3,0.1,13.93333333,583
26940,7.4,-0.4,13.43333333,634
26941,7.5,-0.9,12.93333333,731
26942,7.9,-1.4,12.43333333,838
26943,8.3,-1.9,11.93333333,961
26944,8.8,-2.4,11.43333333,991
26945,9.3,-2.9,10.93333333,1067
26946,9.8,-3.4,10.43333333,1106
26947,10.3,-3.9,9.93333333,1104
26948,10.7,-4.4,9.43333333,1092
26949,11,-4.9,8.93333333,1087
26950,11.4,-5.4,8.43333333,1077
26951,11.7,-5.9,7.93333333,1115
26952,12.8,-6.4,7.43333333,1144
26953,13.3,-6.9,6.93333333,1057
26954,13.7,-7.4,6.43333333,1033
26955,14.1,-7.9,5.93333333,1040
26956,13.5,-8.4,5.43333333,1063
26957,12.9,-8.9,4.93333333,987
26958,12.2,-9.4,4.43333333,1005
26959,11.4,-9.9,3.93333333,1080
26960,11.2,-10.4,3.43333333,1144
26961,10.9,-10.9,2.93333333,1305
26962,10.8,-11.4,2.43333333,1394
26963,10.7,-11.9,1.93333333,1445
26964,10.4,-12.4,1.43333333,1457
26965,10.1,-12.9,0.93333333,1544
26966,10,-13.4,0.43333333,1551
26967,9.9,-13.9,-0.06666667,1579
26968,9.8,-14.4,-0.56666667,1565
26969,9.6,-14.9,-1.06666667,1469
26970,9.6,-15.4,-1.56666667,1390
26971,9.5,-15.9,-2.06666667,1329
26972,9.5,-16.4,-2.56666667,1198
26973,9.6,-16.9,-3.06666667,1092
26974,8.9,-17.4,-3.56666667,906
26975,8.2,-17.9,-4.06666667,754
26976,7.4,-18.4,-4.56666667,673
26977,6.6,5.066666667,18.96666667,629
26978,6.2,4.566666667,18.46666667,632
26979,5.3,4.066666667,17.96666667,581
26980,5,3.566666667,17.46666667,572
26981,4.6,3.066666667,16.96666667,498
26982,5.7,2.566666667,16.46666667,532
26983,7.9,2.066666667,15.96666667,520
26984,7.9,1.566666667,15.46666667,507
26985,8.5,1.066666667,14.96666667,526
26986,8.9,0.566666667,14.46666667,533
26987,9.3,0.066666667,13.96666667,566
26988,9.6,-0.433333333,13.46666667,615
26989,9.9,-0.933333333,12.96666667,724
26990,10.2,-1.433333333,12.46666667,850
26991,10.4,-1.933333333,11.96666667,1010
26992,11.2,-2.433333333,11.46666667,1033
26993,12,-2.933333333,10.96666667,1084
26994,12.3,-3.433333333,10.46666667,1137
26995,12.5,-3.933333333,9.96666667,1204
26996,13,-4.433333333,9.46666667,1152
26997,13.4,-4.933333333,8.96666667,1154
26998,14,-5.433333333,8.46666667,1200
26999,14.6,-5.933333333,7.96666667,1301
27000,15.1,-6.433333333,7.46666667,1323
27001,15.5,-6.933333333,6.96666667,1310
27002,15.4,-7.433333333,6.46666667,1229
27003,15.3,-7.933333333,5.96666667,1219
27004,14.7,-8.433333333,5.46666667,1161
27005,14.1,-8.933333333,4.96666667,1140
27006,14.4,-9.433333333,4.46666667,1130
27007,14.7,-9.933333333,3.96666667,1174
27008,14.7,-10.43333333,3.46666667,1199
27009,14.7,-10.93333333,2.96666667,1256
27010,13.2,-11.43333333,2.46666667,1318
27011,11.7,-11.93333333,1.96666667,1303
27012,11.6,-12.43333333,1.46666667,1335
27013,11.5,-12.93333333,0.96666667,1393
27014,11.2,-13.43333333,0.46666667,1394
27015,10.9,-13.93333333,-0.03333333,1464
27016,11,-14.43333333,-0.53333333,1438
27017,11.1,-14.93333333,-1.03333333,1412
27018,11,-15.43333333,-1.53333333,1352
27019,10.8,-15.93333333,-2.03333333,1296
27020,10.8,-16.43333333,-2.53333333,1160
27021,10.8,-16.93333333,-3.03333333,1061
27022,10.9,-17.43333333,-3.53333333,850
27023,10.9,-17.93333333,-4.03333333,684
27024,10.5,-18.43333333,-4.53333333,578
27025,10.2,5.033333333,19,520
27026,9.7,4.533333333,18.5,543
27027,8.3,4.033333333,18,526
27028,7.8,3.533333333,17.5,546
27029,7.2,3.033333333,17,462
27030,6.3,2.533333333,16.5,485
27031,5.3,2.033333333,16,448
27032,5.3,1.533333333,15.5,462
27033,4.2,1.033333333,15,473
27034,4.8,0.533333333,14.5,544
27035,5.4,0.033333333,14,634
27036,6.4,-0.466666667,13.5,710
27037,7.4,-0.966666667,13,756
27038,8,-1.466666667,12.5,879
27039,8.5,-1.966666667,12,1066
27040,9.6,-2.466666667,11.5,1069
27041,10.6,-2.966666667,11,1076
27042,10.8,-3.466666667,10.5,1200
27043,11,-3.966666667,10,1170
27044,11.7,-4.466666667,9.5,1121
27045,12.2,-4.966666667,9,1130
27046,12.2,-5.466666667,8.5,1109
27047,12.1,-5.966666667,8,1205
27048,12.7,-6.466666667,7.5,1165
27049,13.3,-6.966666667,7,1099
27050,13.6,-7.466666667,6.5,1032
27051,13.8,-7.966666667,6,1064
27052,13.8,-8.466666667,5.5,1024
27053,15.4,-8.966666667,5,984
27054,14.6,-9.466666667,4.5,964
27055,13.8,-9.966666667,4,975
27056,14,-10.46666667,3.5,1047
27057,14.1,-10.96666667,3,1123
27058,14.1,-11.46666667,2.5,1211
27059,14,-11.96666667,2,1279
27060,13.4,-12.46666667,1.5,1333
27061,12.6,-12.96666667,1,1390
27062,12.3,-13.46666667,0.5,1383
27063,11.9,-13.96666667,0,1504
27064,11.1,-14.46666667,-0.5,1566
27065,10.2,-14.96666667,-1,1525
27066,9.6,-15.46666667,-1.5,1445
27067,8.9,-15.96666667,-2,1377
27068,8.1,-16.46666667,-2.5,1176
27069,7.3,-16.96666667,-3,1014
27070,7.4,-17.46666667,-3.5,809
27071,7.5,-17.96666667,-4,661
27072,7,-18.46666667,-4.5,565
27073,7,5,19.01666667,535
27074,6.6,4.5,18.51666667,554
27075,5.9,4,18.01666667,526
27076,5.7,3.5,17.51666667,511
27077,5.3,3,17.01666667,461
27078,5.1,2.5,16.51666667,490
27079,4.8,2,16.01666667,494
27080,4.8,1.5,15.51666667,499
27081,3.2,1,15.01666667,539
27082,3.8,0.5,14.51666667,589
27083,3.8,0,14.01666667,675
27084,4.3,-0.5,13.51666667,777
27085,4.8,-1,13.01666667,888
27086,6,-1.5,12.51666667,970
27087,7.1,-2,12.01666667,982
27088,8.3,-2.5,11.51666667,953
27089,9.4,-3,11.01666667,902
27090,10.7,-3.5,10.51666667,891
27091,11.7,-4,10.01666667,849
27092,11.9,-4.5,9.51666667,851
27093,12.1,-5,9.01666667,814
27094,12.4,-5.5,8.51666667,815
27095,12.7,-6,8.01666667,860
27096,13.1,-6.5,7.51666667,876
27097,13.4,-7,7.01666667,844
27098,13.6,-7.5,6.51666667,796
27099,13.7,-8,6.01666667,799
27100,14,-8.5,5.51666667,793
27101,14,-9,5.01666667,776
27102,13.8,-9.5,4.51666667,795
27103,13.4,-10,4.01666667,888
27104,13.8,-10.5,3.51666667,1029
27105,14.1,-11,3.01666667,1145
27106,13.8,-11.5,2.51666667,1287
27107,13.5,-12,2.01666667,1346
27108,12.6,-12.5,1.51666667,1441
27109,11.6,-13,1.01666667,1465
27110,10.6,-13.5,0.51666667,1524
27111,9.1,-14,0.01666667,1602
27112,8.8,-14.5,-0.48333333,1640
27113,8.4,-15,-0.98333333,1575
27114,8.3,-15.5,-1.48333333,1474
27115,8.1,-16,-1.98333333,1386
27116,8.5,-16.5,-2.48333333,1192
27117,8.8,-17,-2.98333333,1018
27118,8.7,-17.5,-3.48333333,793
27119,8.6,-18,-3.98333333,609
27120,7.9,-18.5,-4.48333333,530
27121,8,4.95,19.05,517
27122,7.9,4.45,18.55,545
27123,7.6,3.95,18.05,517
27124,7.3,3.45,17.55,503
27125,6.7,2.95,17.05,444
27126,7,2.45,16.55,478
27127,7.2,1.95,16.05,471
27128,7.2,1.45,15.55,480
27129,7.2,0.95,15.05,521
27130,7.2,0.45,14.55,583
27131,7.2,-0.05,14.05,680
27132,7.3,-0.55,13.55,806
27133,7.3,-1.05,13.05,940
27134,7.9,-1.55,12.55,1023
27135,8.5,-2.05,12.05,1004
27136,9.2,-2.55,11.55,911
27137,9.9,-3.05,11.05,909
27138,10.5,-3.55,10.55,882
27139,11,-4.05,10.05,823
27140,11.6,-4.55,9.55,819
27141,12.1,-5.05,9.05,808
27142,12.4,-5.55,8.55,797
27143,12.6,-6.05,8.05,862
27144,12.2,-6.55,7.55,915
27145,12,-7.05,7.05,857
27146,12,-7.55,6.55,838
27147,11.9,-8.05,6.05,808
